date,spot,ticker,strike,expiry,dte,years_to_expiry,moneyness,target_moneyness,target_dte,option_type,close,volume
2026-03-17,667.2440185546875,O:SPY260515C00701000,701.0,2026-05-15,59,0.1615331964407939,1.0505901596816576,1.05,60,call,6.31,95
2026-03-17,667.2440185546875,O:SPY260417C00701000,701.0,2026-04-17,31,0.0848733744010951,1.0505901596816576,1.05,30,call,1.73,696
2026-03-17,667.2440185546875,O:SPY260515P00600000,600.0,2026-05-15,59,0.1615331964407939,0.8992212493708909,0.9,60,put,5.26,3032
2026-03-17,667.2440185546875,O:SPY260417P00600000,600.0,2026-04-17,31,0.0848733744010951,0.8992212493708909,0.9,30,put,2.36,3619
2026-03-17,667.2440185546875,O:SPY260515C00735000,735.0,2026-05-15,59,0.1615331964407939,1.1015460304793414,1.1,60,call,0.57,53
2026-03-17,667.2440185546875,O:SPY260515P00635000,635.0,2026-05-15,59,0.1615331964407939,0.9516758222508596,0.95,60,put,9.78,717
2026-03-17,667.2440185546875,O:SPY260515P00565000,565.0,2026-05-15,59,0.1615331964407939,0.8467666764909223,0.85,60,put,2.87,72
2026-03-17,667.2440185546875,O:SPY260417P00565000,565.0,2026-04-17,31,0.0848733744010951,0.8467666764909223,0.85,30,put,1.2,922
2026-03-17,667.2440185546875,O:SPY260515C00765000,765.0,2026-05-15,59,0.1615331964407939,1.146507092947886,1.15,60,call,0.11,50
2026-03-17,667.2440185546875,O:SPY260717P00600000,600.0,2026-07-17,122,0.3340177960301163,0.8992212493708909,0.9,120,put,10.76,242
2026-03-17,667.2440185546875,O:SPY260717C00700000,700.0,2026-07-17,122,0.3340177960301163,1.0490914575993726,1.05,120,call,15.3,122
2026-03-17,667.2440185546875,O:SPY260717C00735000,735.0,2026-07-17,122,0.3340177960301163,1.1015460304793414,1.1,120,call,3.98,141
2026-03-17,667.2440185546875,O:SPY260717P00635000,635.0,2026-07-17,122,0.3340177960301163,0.9516758222508596,0.95,120,put,16.78,69
2026-03-17,667.2440185546875,O:SPY260717C00765000,765.0,2026-07-17,122,0.3340177960301163,1.146507092947886,1.15,120,call,1.07,37
2026-03-17,667.2440185546875,O:SPY260618P00600000,600.0,2026-06-18,93,0.2546201232032854,0.8992212493708909,0.9,90,put,8.41,1801
2026-03-17,667.2440185546875,O:SPY260618C00700000,700.0,2026-06-18,93,0.2546201232032854,1.0490914575993726,1.05,90,call,11.52,3279
2026-03-17,667.2440185546875,O:SPY260618P00700000,700.0,2026-06-18,93,0.2546201232032854,1.0490914575993726,1.05,90,put,36.87,58
2026-03-17,667.2440185546875,O:SPY260618C00735000,735.0,2026-06-18,93,0.2546201232032854,1.1015460304793414,1.1,90,call,2.15,606
2026-03-17,667.2440185546875,O:SPY260618P00635000,635.0,2026-06-18,93,0.2546201232032854,0.9516758222508596,0.95,90,put,13.84,152
2026-03-17,667.2440185546875,O:SPY260618P00665000,665.0,2026-06-18,93,0.2546201232032854,0.996636884719404,1.0,90,put,21.51,743
2026-03-17,667.2440185546875,O:SPY260618C00665000,665.0,2026-06-18,93,0.2546201232032854,0.996636884719404,1.0,90,call,31.5,73
2026-03-17,667.2440185546875,O:SPY260618C00765000,765.0,2026-06-18,93,0.2546201232032854,1.146507092947886,1.15,90,call,0.41,257
2026-03-17,667.2440185546875,O:SPY260918P00600000,600.0,2026-09-18,185,0.5065023956194388,0.8992212493708909,0.9,180,put,15.62,511
2026-03-17,667.2440185546875,O:SPY260918P00700000,700.0,2026-09-18,185,0.5065023956194388,1.0490914575993726,1.05,180,put,44.39,1419
2026-03-17,667.2440185546875,O:SPY260918C00700000,700.0,2026-09-18,185,0.5065023956194388,1.0490914575993726,1.05,180,call,24.38,117
2026-03-17,667.2440185546875,O:SPY260918C00735000,735.0,2026-09-18,185,0.5065023956194388,1.1015460304793414,1.1,180,call,9.77,1679
2026-03-17,667.2440185546875,O:SPY260918P00635000,635.0,2026-09-18,185,0.5065023956194388,0.9516758222508596,0.95,180,put,22.2,52
2026-03-17,667.2440185546875,O:SPY260918P00665000,665.0,2026-09-18,185,0.5065023956194388,0.996636884719404,1.0,180,put,30.99,664
2026-03-17,667.2440185546875,O:SPY260918C00665000,665.0,2026-09-18,185,0.5065023956194388,0.996636884719404,1.0,180,call,45.49,390
2026-03-18,657.9335327148438,O:SPY260417P00625000,625.0,2026-04-17,30,0.082135523613963,0.949943982063128,0.95,30,put,6.7,6234
2026-03-18,657.9335327148438,O:SPY260417C00625000,625.0,2026-04-17,30,0.082135523613963,0.949943982063128,0.95,30,call,42.55,40
2026-03-18,657.9335327148438,O:SPY260417P00658000,658.0,2026-04-17,30,0.082135523613963,1.0001010243160613,1.0,30,put,14.77,1104
2026-03-18,657.9335327148438,O:SPY260417C00691000,691.0,2026-04-17,30,0.082135523613963,1.0502580665689945,1.05,30,call,2.57,324
2026-03-18,657.9335327148438,O:SPY260417C00724000,724.0,2026-04-17,30,0.082135523613963,1.1004151088219276,1.1,30,call,0.1,44
2026-03-18,657.9335327148438,O:SPY260417P00560000,560.0,2026-04-17,30,0.082135523613963,0.8511498079285628,0.85,30,put,1.52,1027
2026-03-18,657.9335327148438,O:SPY260717P00625000,625.0,2026-07-17,121,0.3312799452429842,0.949943982063128,0.95,120,put,18.79,43
2026-03-18,657.9335327148438,O:SPY260417P00590000,590.0,2026-04-17,30,0.082135523613963,0.8967471190675929,0.9,30,put,2.95,1383
2026-03-18,657.9335327148438,O:SPY260717C00690000,690.0,2026-07-17,121,0.3312799452429842,1.0487381561976934,1.05,120,call,17.74,41
2026-03-18,657.9335327148438,O:SPY260717P00690000,690.0,2026-07-17,121,0.3312799452429842,1.0487381561976934,1.05,120,put,39.91,200
2026-03-18,657.9335327148438,O:SPY260515P00625000,625.0,2026-05-15,58,0.1587953456536618,0.949943982063128,0.95,60,put,11.36,1289
2026-03-18,657.9335327148438,O:SPY260618P00625000,625.0,2026-06-18,92,0.2518822724161533,0.949943982063128,0.95,90,put,15.2,210
2026-03-18,657.9335327148438,O:SPY260515P00658000,658.0,2026-05-15,58,0.1587953456536618,1.0001010243160613,1.0,60,put,20.07,419
2026-03-18,657.9335327148438,O:SPY260515C00691000,691.0,2026-05-15,58,0.1587953456536618,1.0502580665689945,1.05,60,call,7.5,25
2026-03-18,657.9335327148438,O:SPY260717P00660000,660.0,2026-07-17,121,0.3312799452429842,1.0031408450586632,1.0,120,put,28.15,331
2026-03-18,657.9335327148438,O:SPY260717C00660000,660.0,2026-07-17,121,0.3312799452429842,1.0031408450586632,1.0,120,call,34.1,30
2026-03-18,657.9335327148438,O:SPY260515P00560000,560.0,2026-05-15,58,0.1587953456536618,0.8511498079285628,0.85,60,put,3.58,771
2026-03-18,657.9335327148438,O:SPY260618P00560000,560.0,2026-06-18,92,0.2518822724161533,0.8511498079285628,0.85,90,put,6.48,2569
2026-03-18,657.9335327148438,O:SPY260618C00690000,690.0,2026-06-18,92,0.2518822724161533,1.0487381561976934,1.05,90,call,12.91,395
2026-03-18,657.9335327148438,O:SPY260618P00690000,690.0,2026-06-18,92,0.2518822724161533,1.0487381561976934,1.05,90,put,39.0,227
2026-03-18,657.9335327148438,O:SPY260515C00725000,725.0,2026-05-15,58,0.1587953456536618,1.1019350191932284,1.1,60,call,0.78,360
2026-03-18,657.9335327148438,O:SPY260618C00725000,725.0,2026-06-18,92,0.2518822724161533,1.1019350191932284,1.1,90,call,2.71,1343
2026-03-18,657.9335327148438,O:SPY260515C00755000,755.0,2026-05-15,58,0.1587953456536618,1.1475323303322589,1.15,60,call,0.11,62
2026-03-18,657.9335327148438,O:SPY260618C00755000,755.0,2026-06-18,92,0.2518822724161533,1.1475323303322589,1.15,90,call,0.54,51
2026-03-18,657.9335327148438,O:SPY260618P00660000,660.0,2026-06-18,92,0.2518822724161533,1.0031408450586632,1.0,90,put,25.28,1405
2026-03-18,657.9335327148438,O:SPY260618C00660000,660.0,2026-06-18,92,0.2518822724161533,1.0031408450586632,1.0,90,call,29.76,509
2026-03-18,657.9335327148438,O:SPY260618P00590000,590.0,2026-06-18,92,0.2518822724161533,0.8967471190675929,0.9,90,put,9.3,245
2026-03-18,657.9335327148438,O:SPY260515P00590000,590.0,2026-05-15,58,0.1587953456536618,0.8967471190675929,0.9,60,put,6.02,1235
2026-03-18,657.9335327148438,O:SPY260918P00625000,625.0,2026-09-18,184,0.5037645448323066,0.949943982063128,0.95,180,put,23.63,31
2026-03-18,657.9335327148438,O:SPY260918C00690000,690.0,2026-09-18,184,0.5037645448323066,1.0487381561976934,1.05,180,call,26.24,310
2026-03-18,657.9335327148438,O:SPY260918C00725000,725.0,2026-09-18,184,0.5037645448323066,1.1019350191932284,1.1,180,call,10.81,5129
2026-03-18,657.9335327148438,O:SPY260918C00755000,755.0,2026-09-18,184,0.5037645448323066,1.1475323303322589,1.15,180,call,4.58,304
2026-03-18,657.9335327148438,O:SPY260918P00660000,660.0,2026-09-18,184,0.5037645448323066,1.0031408450586632,1.0,180,put,34.68,329
2026-03-18,657.9335327148438,O:SPY260918C00660000,660.0,2026-09-18,184,0.5037645448323066,1.0031408450586632,1.0,180,call,43.78,520
2026-03-18,657.9335327148438,O:SPY260918P00590000,590.0,2026-09-18,184,0.5037645448323066,0.8967471190675929,0.9,180,put,16.55,149
2026-03-19,656.3121337890625,O:SPY260717P00590000,590.0,2026-07-17,120,0.3285420944558521,0.8989625052241148,0.9,120,put,11.77,630
2026-03-19,656.3121337890625,O:SPY260717P00690000,690.0,2026-07-17,120,0.3285420944558521,1.0513290315332868,1.05,120,put,43.3,534
2026-03-19,656.3121337890625,O:SPY260717C00690000,690.0,2026-07-17,120,0.3285420944558521,1.0513290315332868,1.05,120,call,16.14,40
2026-03-19,656.3121337890625,O:SPY260717C00655000,655.0,2026-07-17,120,0.3285420944558521,0.9980007473250766,1.0,120,call,37.17,56
2026-03-19,656.3121337890625,O:SPY260717P00655000,655.0,2026-07-17,120,0.3285420944558521,0.9980007473250766,1.0,120,put,26.63,154
2026-03-19,656.3121337890625,O:SPY260717P00625000,625.0,2026-07-17,120,0.3285420944558521,0.9522907894323248,0.95,120,put,18.21,194
2026-03-19,656.3121337890625,O:SPY260417C00722000,722.0,2026-04-17,29,0.0793976728268309,1.1000863199522215,1.1,30,call,0.09,25
2026-03-19,656.3121337890625,O:SPY260417C00689000,689.0,2026-04-17,29,0.0793976728268309,1.049805366270195,1.05,30,call,2.58,1519
2026-03-19,656.3121337890625,O:SPY260717C00720000,720.0,2026-07-17,120,0.3285420944558521,1.0970389894260384,1.1,120,call,5.48,88
2026-03-19,656.3121337890625,O:SPY260618C00755000,755.0,2026-06-18,91,0.2491444216290212,1.1503672736342485,1.15,90,call,0.42,35
2026-03-19,656.3121337890625,O:SPY260417C00755000,755.0,2026-04-17,29,0.0793976728268309,1.1503672736342485,1.15,30,call,0.02,52
2026-03-19,656.3121337890625,O:SPY260417P00656000,656.0,2026-04-17,29,0.0793976728268309,0.9995244125881684,1.0,30,put,13.78,840
2026-03-19,656.3121337890625,O:SPY260417C00656000,656.0,2026-04-17,29,0.0793976728268309,0.9995244125881684,1.0,30,call,18.35,1011
2026-03-19,656.3121337890625,O:SPY260717P00560000,560.0,2026-07-17,120,0.3285420944558521,0.8532525473313631,0.85,120,put,8.1,126
2026-03-19,656.3121337890625,O:SPY260417P00590000,590.0,2026-04-17,29,0.0793976728268309,0.8989625052241148,0.9,30,put,2.58,2832
2026-03-19,656.3121337890625,O:SPY260618P00590000,590.0,2026-06-18,91,0.2491444216290212,0.8989625052241148,0.9,90,put,9.21,332
2026-03-19,656.3121337890625,O:SPY260618P00690000,690.0,2026-06-18,91,0.2491444216290212,1.0513290315332868,1.05,90,put,38.96,607
2026-03-19,656.3121337890625,O:SPY260618C00690000,690.0,2026-06-18,91,0.2491444216290212,1.0513290315332868,1.05,90,call,12.14,1143
2026-03-19,656.3121337890625,O:SPY260618C00655000,655.0,2026-06-18,91,0.2491444216290212,0.9980007473250766,1.0,90,call,32.21,444
2026-03-19,656.3121337890625,O:SPY260618P00655000,655.0,2026-06-18,91,0.2491444216290212,0.9980007473250766,1.0,90,put,22.89,962
